subject,7-up,7-down,GAD-7,BIS,BAS,SHAPS,PSWQ,Acc,Pts,WS,LS,Pers,beta,eta_p,eta_n,kappa,gad7_q01,gad7_q02,gad7_q03,gad7_q04,gad7_q05,gad7_q06,gad7_q07,gad7_q08,gad7_rt,7u7d_q01,7u7d_q02,7u7d_q03,7u7d_q04,7u7d_q05,7u7d_q06,7u7d_q07,7u7d_q08,7u7d_q09,7u7d_q10,7u7d_q11,7u7d_q12,7u7d_q13,7u7d_q14,7u7d_q15,7u7d_rt,bisbas_q01,bisbas_q02,bisbas_q03,bisbas_q04,bisbas_q05,bisbas_q06,bisbas_q07,bisbas_q08,bisbas_q09,bisbas_q10,bisbas_q11,bisbas_q12,bisbas_q13,bisbas_rt,pswq_q01,pswq_q02,pswq_q03,pswq_rt,shaps_q01,shaps_q02,shaps_q03,shaps_q04,shaps_q05,shaps_q06,shaps_q07,shaps_q08,shaps_q09,shaps_q10,shaps_q11,shaps_q12,shaps_q13,shaps_q14,shaps_q15,shaps_rt
h3s7f80w8xa29f1pe7wotkx8,11,13,9,8,11,11,9,0.4777777777777778,46.0,0.9130434782608696,0.5116279069767442,0.2533333333333333,5.218439999999999,0.365042,0.9875765,-0.4602439638375492,2,1,2,1,1,1,1,0,34.785,2,2,1,2,2,0,2,1,2,2,2,2,3,1,0,71.028,2,2,2,2,1,1,1,2,1,1,2,2,3,50.214,3,2,4,13.158,0,1,1,1,1,1,1,1,0,0,1,1,1,1,3,40.762
h5hs7yvdwt3561x7r3lb2ic3,7,13,18,7,22,20,10,0.4555555555555555,40.0,0.425,0.8775510204081632,0.2933333333333333,2.65203,0.285765,0.831536,-0.4884726676159781,3,3,3,2,3,2,2,0,26.023,2,2,1,2,2,2,0,0,2,2,2,2,0,1,0,66.395,1,2,2,2,3,3,2,3,3,3,3,2,3,44.978,3,3,4,6.779,1,2,1,1,2,1,1,1,3,0,1,2,2,2,2,52.602
hat45nuw60i6qp17myltiq6e,12,8,8,11,19,7,1,0.4111111111111111,36.0,0.8888888888888888,0.5094339622641509,0.2666666666666666,8.570640000000001,0.0625971999999999,0.974328,-0.8792638080355265,0,1,2,1,1,2,1,1,24.252,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,47.891,3,2,3,3,2,3,2,2,2,3,2,3,1,33.262,1,0,0,10.377,0,0,1,0,1,1,0,1,1,0,0,0,1,1,2,31.724
hcikwtzf80rybffjd4nzmcqn,5,5,6,8,17,5,1,0.5777777777777777,41.0,0.951219512195122,0.4583333333333333,0.2666666666666666,3.884745,0.7742884999999999,0.9876975,-0.1211184424847871,1,1,1,1,0,1,1,0,13.585,0,1,0,0,1,1,2,1,1,1,1,0,1,0,0,95.512,2,2,2,2,2,2,1,2,2,3,2,3,3,27.417,0,0,1,6.666,0,1,1,0,0,0,1,0,1,0,1,0,0,0,3,38.123
he3bi0kweifzr3c3elm0xyx5,17,15,15,8,15,10,10,0.3444444444444444,43.0,0.8809523809523809,0.1063829787234043,0.5066666666666667,3.76373,0.9618415,0.0155311999999999,0.968218469781282,3,2,3,2,2,2,1,1,12.55,2,3,2,3,1,3,3,2,2,3,2,2,2,2,3,26.946,3,1,2,2,3,3,1,1,2,2,1,2,3,20.722,3,4,3,6.969,2,0,1,1,0,1,0,0,1,1,0,2,1,0,3,27.903
hhlynjf4hzepmv9w0mbcxqr6,6,5,10,4,14,10,4,0.5333333333333333,46.0,0.9333333333333332,0.6590909090909092,0.28,5.39834,0.4430725,0.7854315000000001,-0.2786795972988286,1,1,1,1,2,2,2,0,49.783,1,0,1,0,1,0,1,1,0,2,1,1,2,0,0,331.2,1,1,1,1,1,1,1,2,2,2,2,3,3,132.95,1,1,2,15.624,1,1,0,2,0,0,0,0,2,1,0,1,1,1,2,145.378
hjga6ro8xdcijnzxcabiekgh,10,8,7,8,20,19,6,0.6777777777777778,51.0,1.0,0.6923076923076923,0.1466666666666666,10.67275,0.8954420000000001,0.889778,0.0031727182084001,1,1,1,1,1,1,1,0,14.925,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,23.525,3,2,2,1,2,3,3,2,3,2,2,3,3,30.077,2,2,2,7.22,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,26.923
hp22ihu8hgb4l5p0ocf695wh,0,0,0,11,8,0,0,0.4777777777777778,43.0,0.7380952380952381,0.8723404255319149,0.3066666666666666,5.797755,0.098801,0.79525,-0.778981288539468,0,0,0,0,0,0,0,0,319.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.695,4,2,4,1,1,1,1,1,1,1,1,1,3,25.525,0,0,0,3.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21.768
hp9jlhcupmuyhjt2v5kzyeyo,9,13,0,9,17,1,0,0.4,42.0,0.3571428571428571,0.9574468085106383,0.3466666666666667,3.66879,0.0730987,0.604134,-0.7841253087749603,0,0,0,0,0,0,0,0,32.968,0,1,1,2,1,2,3,1,2,3,2,2,0,2,1,52.087,1,4,2,2,1,1,3,2,2,2,2,4,0,123.488,0,0,0,12.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,73.112
hr3fruz8unemddmhsargqdjo,1,10,6,5,20,16,5,0.6888888888888889,53.0,1.0,0.8918918918918919,0.2533333333333333,7.850575,0.8388955,0.9259275,-0.0493148604704267,0,0,2,0,0,2,2,0,33.212,0,1,0,0,2,0,1,0,2,2,2,1,0,0,0,104.974,1,1,2,1,2,2,1,3,3,3,3,3,3,49.266,2,1,2,14.47,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,70.076
hrbrgwqw7co5zozydcd3fgrz,1,15,12,5,21,12,9,0.6666666666666666,55.0,1.0,0.8285714285714285,0.24,12.2179,0.6123375,0.919708,-0.2006275270545163,2,2,2,3,0,1,2,0,52.962,0,1,0,1,2,0,0,0,3,3,2,2,0,2,0,135.16,1,1,2,1,2,1,2,2,4,3,3,4,3,66.393,3,3,3,15.641,0,0,1,1,2,0,1,3,0,1,1,0,0,2,3,79.829
hvp7r3m4nd4hnwcb8su5ste8,7,11,13,6,10,4,9,0.6222222222222222,53.0,0.9423076923076924,0.5945945945945945,0.28,5.546115,0.45557,0.6263445000000001,-0.1578447280261056,2,2,2,2,1,2,2,0,18.324,1,1,1,1,2,1,1,1,1,2,2,2,1,1,0,92.781,1,2,2,1,1,1,1,2,1,2,1,1,2,168.923,3,3,3,4.973,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3,128.521
hxlba4lafjaq254jq3x5hug0,3,3,1,11,15,3,3,0.5444444444444444,59.0,0.9827586206896552,0.5806451612903225,0.28,4.08879,0.5296335000000001,0.969741,-0.2935274009261861,0,0,0,1,0,0,0,0,14.575,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,58.547,3,3,3,2,2,1,2,2,2,2,2,2,3,28.306,1,1,1,5.161,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,41.731
i0ugmx5o8r0kmwjzjg0izrr6,10,10,6,4,13,3,8,0.6222222222222222,52.0,0.9607843137254902,0.9210526315789472,0.1733333333333333,8.49418,0.4217785,0.9756125,-0.3963343115849465,1,1,0,1,0,3,0,0,32.883,2,1,1,1,2,3,1,0,3,2,1,0,2,1,0,100.474,1,1,1,1,1,1,1,2,2,2,2,2,3,45.213,3,2,3,15.67,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,50.685
i25gjxbngzv1icp6foea9h68,6,7,7,10,17,14,3,0.6666666666666666,58.0,0.9824561403508772,0.71875,0.24,5.00756,0.775366,0.900969,-0.0749271476166756,1,1,1,1,1,1,1,0,31.889,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,62.439,3,3,2,2,2,2,2,2,2,2,2,3,2,45.21,1,1,1,12.253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,39.0
i6affm1b3nhuvqtt5axqrbx9,10,2,4,7,17,20,1,0.4111111111111111,42.0,0.8048780487804879,0.6041666666666667,0.1466666666666666,2.483045,0.5258385,0.936783,-0.2809643506539456,1,0,1,1,0,0,1,0,65.252,2,0,1,1,1,0,2,3,0,0,1,0,1,0,0,145.77,2,2,1,2,2,2,2,2,2,2,2,3,3,89.597,1,0,0,13.082,2,1,1,1,1,3,1,1,3,1,1,1,2,1,3,98.42
i7go7bwvda0otq6epxskd21k,7,3,2,11,10,8,0,0.5777777777777777,45.0,0.75,0.9333333333333332,0.2133333333333333,2.5785150000000003,0.4970465,0.888261,-0.2824026434564167,1,0,0,0,0,1,0,0,51.137,2,0,0,2,1,1,1,1,0,1,0,1,0,0,0,248.76,2,3,3,3,1,1,1,2,1,1,2,1,3,169.1,0,0,0,43.454,0,0,0,0,0,2,1,1,0,0,1,1,1,1,3,131.552
ii6vjnrw5osveykviroi5sjs,4,6,7,8,14,9,6,0.6888888888888889,69.0,0.6956521739130435,0.65,0.1333333333333333,1.79811,0.6425244999999999,0.5815195,0.0498388946802565,1,1,1,1,1,1,1,0,25.105,1,0,1,1,2,0,0,1,1,1,0,2,0,0,0,73.975,2,2,2,2,2,2,1,2,1,2,2,2,3,35.394,2,2,2,9.233,1,0,0,0,0,1,0,1,2,0,1,1,1,1,3,42.62
iij7l7ztcavt3v3b8beljv40,14,10,14,9,14,14,9,0.3777777777777777,46.0,0.1111111111111111,0.8636363636363636,0.2933333333333333,0.70079,0.120826,0.2417685,-0.3335475303679454,3,2,3,2,1,1,2,0,224.897,2,2,2,2,2,1,2,2,1,1,2,1,3,1,3,47.521,3,2,2,2,3,1,2,2,1,1,2,2,1,99.278,2,4,3,8.798,1,2,1,2,0,1,1,0,2,2,1,0,1,0,2,59.54
ilccg6au6ebu6vrvwcnsxvnp,0,9,3,6,28,5,12,0.5777777777777777,52.0,1.0,0.5526315789473684,0.1866666666666666,5.384255,0.940243,0.8002235,0.0804494082477312,1,0,1,0,1,0,0,0,13.79,0,1,0,0,2,0,0,0,1,1,2,2,0,0,0,51.023,2,2,1,1,4,2,2,4,4,4,4,4,2,33.359,4,4,4,5.365,0,1,0,1,1,0,0,1,0,0,0,0,0,1,3,29.923
itgf2egc6lv9acekard2994a,0,0,0,10,15,0,0,0.3222222222222222,42.0,0.8571428571428571,0.3617021276595744,0.44,3.66527,0.9044395,0.606618,0.1970947498688832,0,0,0,0,0,0,0,0,10.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.938,2,4,2,2,1,1,1,2,3,2,2,3,3,45.02,0,0,0,5.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32.957
j49ycui0iz38y7r8xtr8tnna,3,0,0,15,10,7,0,0.7333333333333333,59.0,1.0,0.3870967741935484,0.2266666666666666,9.500195,0.811767,0.417745,0.3204702353454052,0,0,0,0,0,0,0,0,18.565,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,101.654,3,4,4,4,1,1,1,1,1,1,2,2,3,51.755,0,0,0,7.247,0,0,0,0,0,0,1,0,2,1,0,1,1,1,3,59.421
j5uig6vo0a3bq4tw72necwg5,3,4,6,8,14,14,3,0.5444444444444444,50.0,0.979591836734694,0.25,0.4266666666666667,12.6105,0.1720525,0.08373565,0.3452734225569089,1,0,1,1,1,1,1,0,18.724,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,90.889,2,2,2,2,2,1,1,2,2,2,2,2,3,25.715,1,1,1,9.696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,58.401
jakm2wy22dv5pig2gfe7sip6,5,2,3,6,11,1,1,0.6444444444444445,50.0,0.96,0.9743589743589745,0.1733333333333333,7.983155,0.4123535,0.969718,-0.4032819575542944,0,1,1,1,0,0,0,0,27.684,0,0,1,1,0,0,2,1,1,0,1,0,0,0,0,74.689,2,1,2,1,1,1,1,1,2,2,1,2,3,40.084,0,0,1,11.942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,63.624
jenzwgz5xzbpfou39t519cbq,8,0,3,14,14,12,1,0.5888888888888889,49.0,0.9583333333333334,0.6341463414634146,0.2266666666666666,6.94259,0.2708049999999999,0.935415,-0.5509857239972807,1,0,0,1,0,1,0,0,27.181,0,0,1,0,0,1,3,2,0,0,0,0,1,0,0,88.101,4,3,4,3,1,2,1,2,2,2,2,2,3,74.094,0,1,0,12.955,1,1,1,1,1,1,2,0,1,1,0,1,1,0,3,57.678
jfvqy4bcxgd0018eo9v0aemz,1,3,6,6,15,13,5,0.6555555555555556,60.0,1.0,0.3793103448275862,0.2666666666666666,17.92885,0.8912945000000001,0.7325195,0.0977790559756228,2,1,1,1,0,1,0,0,27.902,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,159.262,1,2,1,2,1,1,2,1,3,2,2,3,3,58.648,2,1,2,21.475,1,1,0,0,0,2,2,1,2,1,1,0,1,1,3,54.532
jnabdy80h0q1gk2nwhrpcq4c,0,7,7,4,22,14,8,0.7333333333333333,54.0,0.981132075471698,0.3888888888888888,0.16,10.1059,0.303208,0.487607,-0.2331759008111884,2,0,1,1,0,2,1,0,27.516,0,1,0,0,2,0,0,0,2,1,1,0,0,0,0,55.752,1,1,1,1,2,2,2,2,4,3,3,4,3,48.79,3,3,2,7.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,27.18
jpjqotrhlpgroq452sz8q1pp,1,19,19,6,16,8,12,0.6444444444444445,49.0,0.979591836734694,0.95,0.1866666666666666,7.55847,0.5246934999999999,0.962578,-0.2944213615335197,3,3,3,3,3,2,2,0,20.699,0,1,1,0,3,0,0,0,3,3,3,3,0,3,0,75.082,1,2,2,1,2,2,2,2,2,2,2,2,2,53.182,4,4,4,7.223,1,1,1,0,1,0,0,1,1,0,0,0,1,1,3,45.301
jsiz28uvujubuu9fh299yt2x,3,1,6,8,17,3,4,0.6888888888888889,59.0,0.9655172413793104,0.5806451612903225,0.2,4.734875000000001,0.929558,0.7226585,0.1252254168869515,1,1,1,1,0,1,1,0,28.158,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,103.278,2,2,2,2,1,1,1,2,3,3,3,3,3,51.55,2,1,1,14.591,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,57.951
jsqd8nqe3yz1wf39o073cupk,3,8,5,5,19,1,3,0.7222222222222222,59.0,0.9655172413793104,0.2580645161290322,0.16,9.477855,0.726245,0.3093875,0.4025148882446235,1,0,0,1,1,1,1,0,48.355,0,1,0,0,1,0,1,0,2,1,1,1,2,1,0,99.094,2,1,1,1,1,2,2,2,3,3,3,3,3,52.086,2,0,1,7.623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,37.737
jwf8igqmhrzi0d5auaw283ge,7,2,2,8,10,5,0,0.5555555555555556,48.0,0.9574468085106383,0.4047619047619047,0.2666666666666666,2.91093,0.9726195,0.9275145,0.0237377995446636,1,0,0,1,0,0,0,0,22.564,0,1,0,1,0,0,2,2,0,1,0,0,2,0,0,68.41,2,2,2,2,1,1,1,2,1,1,2,1,3,37.671,0,0,0,5.865,1,0,0,0,0,0,0,0,1,1,1,0,1,0,3,39.222
jyqbceyvrsxtbtis6813ecuq,3,5,5,5,20,7,7,0.7777777777777778,52.0,1.0,0.2972972972972972,0.08,11.99715,0.7019995,0.915352,-0.1319147383855642,1,1,1,0,0,1,1,0,17.734,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,91.902,2,1,1,1,2,2,1,2,3,3,3,4,3,42.742,2,3,2,8.491,0,0,1,0,0,1,0,1,0,0,1,2,0,1,3,47.67
k0jvnuk92lshedg61l3kgup4,7,3,3,9,17,12,3,0.4888888888888889,55.0,1.0,0.2941176470588235,0.4266666666666667,14.2554,0.881413,0.5334695,0.2459168870913308,1,0,0,1,0,1,0,0,24.705,1,0,0,1,1,2,2,0,1,1,0,0,1,0,0,99.451,2,2,3,2,2,2,2,2,2,2,2,3,3,54.787,1,1,1,12.177,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,62.837
k20lt88h187bwdhylafnqt2u,7,3,5,10,15,10,4,0.5333333333333333,45.0,0.7727272727272727,0.6444444444444444,0.2933333333333333,4.02104,0.239637,0.6929935,-0.4861051616905087,1,1,1,1,0,1,0,0,32.055,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,192.777,2,3,3,2,2,2,1,2,2,2,2,2,3,51.338,1,2,1,12.113,1,1,1,1,0,1,0,1,1,0,0,1,1,1,3,63.01
k4r8vpzt3fw549gr1ud5u95y,4,5,7,8,13,1,7,0.5666666666666667,51.0,0.84,0.9743589743589745,0.2666666666666666,4.849925000000001,0.474679,0.8833085,-0.3009081453253435,1,1,2,1,1,1,0,0,24.339,1,0,1,0,1,0,1,1,1,0,2,0,0,1,0,103.501,2,2,2,2,1,1,1,1,2,2,2,3,3,52.611,2,3,2,16.366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,36.732
k9loevk12co5ni85iv4n1nhy,0,2,2,9,19,6,1,0.4777777777777778,36.0,0.8571428571428571,0.5925925925925926,0.28,2.66988,0.366745,0.963299,-0.4485220037833335,1,0,0,0,0,0,1,0,47.435,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,205.126,2,3,3,1,2,2,2,2,2,3,2,4,3,137.925,1,0,0,34.936,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3,104.013
ko9z51q0qculkdsls68k4ph7,7,7,1,9,16,0,3,0.5111111111111111,44.0,0.7954545454545454,0.6222222222222222,0.2933333333333333,2.02795,0.887238,0.9010295,-0.0077122130777414,0,0,0,0,0,1,0,0,22.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,124.837,3,2,2,2,2,2,2,1,1,2,3,3,3,89.242,1,1,1,18.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70.158
kse3g3i8vm4uhmn2p4sfnyy0,0,7,0,4,23,12,7,0.6555555555555556,57.0,1.0,0.2727272727272727,0.32,10.22575,0.694473,0.36711,0.3083724965452536,0,0,0,0,0,0,0,0,14.652,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,48.668,1,1,1,1,2,1,2,3,4,4,3,4,2,25.661,2,3,2,17.931,0,1,0,0,0,2,1,1,3,0,2,1,1,0,3,35.009
kwiconcwj088eqixqr19bdvk,5,4,13,6,18,6,9,0.4888888888888889,42.0,0.926829268292683,0.6041666666666667,0.3466666666666667,4.349145,0.8598825,0.925061,-0.0365157216460912,2,2,2,2,2,2,1,0,24.714,0,1,0,1,1,0,2,1,0,1,1,0,1,0,0,108.755,2,2,1,1,2,2,2,2,2,3,2,3,3,51.549,3,3,3,9.037,0,0,0,0,0,1,1,1,0,0,1,1,1,0,3,46.055
kz2mnejtguvxh70ucjcunti8,1,0,0,14,15,10,0,0.5888888888888889,45.0,1.0,0.409090909090909,0.3866666666666666,6.694315,0.9237055,0.7592325,0.0977296846348469,0,0,0,0,0,0,0,0,30.859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134.512,3,4,3,4,2,1,2,2,2,2,2,2,3,46.872,0,0,0,6.207,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,53.596
kzth30eqt6puh2fdm1xyqqcl,1,2,2,6,11,1,6,0.6777777777777778,51.0,1.0,0.4358974358974359,0.1866666666666666,10.9295,0.782518,0.953961,-0.0987302466658105,1,0,0,0,0,0,1,0,20.021,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,82.086,1,2,2,1,1,2,1,1,2,2,1,1,3,41.85,2,2,2,9.282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,46.203
l3dgmgy4ntgblrflll7epil4,3,7,10,7,20,16,5,0.7333333333333333,62.0,0.9838709677419356,0.5185185185185186,0.1466666666666666,8.063345,0.7386165,0.8341985,-0.060771292237167,2,1,1,3,0,2,1,0,93.904,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,305.647,2,2,2,1,3,2,2,2,2,3,3,3,3,124.424,2,2,1,31.25,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,122.148
l4giixxbal8owtn90r4a0zmg,2,1,3,7,17,6,1,0.5111111111111111,40.0,0.725,0.5714285714285714,0.24,3.347825,0.2321535,0.688105,-0.4954602429643409,1,0,1,0,0,1,0,0,22.056,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,124.786,1,2,3,1,1,1,1,3,3,2,2,4,3,55.167,1,0,0,11.596,1,0,0,0,0,1,1,1,0,0,0,0,2,0,3,51.153
l768h0oa3rsy0s30wy81gx7w,15,12,3,4,8,9,6,0.5888888888888889,53.0,0.981132075471698,0.8333333333333334,0.2266666666666666,5.436145,0.7278965,0.985312,-0.1502534571828239,0,1,0,0,1,0,1,0,28.783,2,1,2,3,2,1,3,2,2,2,2,2,2,1,3,28.217,1,1,1,1,1,1,1,1,1,1,1,1,3,21.624,2,2,2,7.225,0,1,0,1,0,0,0,1,1,1,1,1,1,1,3,21.487
lfefipdfxe5vmdz550ub6rab,3,3,0,8,19,14,4,0.5333333333333333,44.0,0.7674418604651163,0.6086956521739131,0.2133333333333333,2.373225,0.9391055,0.6960405000000001,0.1486503345878593,0,0,0,0,0,0,0,0,15.097,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,73.275,2,2,2,2,2,2,2,3,2,3,2,3,3,42.288,2,1,1,10.965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,43.56
lfmnxogaj6os5ptjy6jcrdx5,3,5,2,6,18,0,1,0.6444444444444445,49.0,0.9375,0.7073170731707317,0.2533333333333333,6.224055,0.510271,0.610615,-0.0895220388157225,0,0,0,1,0,1,0,0,19.127,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,83.175,1,2,2,1,1,2,1,2,3,3,3,3,3,46.511,1,0,0,7.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39.297
lhrpsrhtf4ubnk9dev13a55u,6,15,17,4,22,15,10,0.5222222222222223,51.0,0.7843137254901961,0.6578947368421053,0.36,3.858625,0.7984469999999999,0.5610595,0.1746129937591323,2,2,2,3,2,3,3,0,29.848,0,2,1,0,3,0,1,2,2,2,2,3,2,1,0,93.381,1,1,1,1,3,2,1,4,4,2,3,3,3,82.18,4,3,3,10.768,0,1,1,1,0,2,1,1,2,1,2,1,1,1,2,69.719
ln0nrlca6tvkni2ac7xi7h7p,0,1,1,6,21,13,5,0.6666666666666666,49.0,0.9166666666666666,0.2195121951219512,0.1333333333333333,9.15681,0.1820034999999999,0.6251450000000001,-0.5490210289680276,0,0,1,0,0,0,0,0,19.112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.044,1,2,2,1,2,2,2,3,3,3,3,3,3,37.153,3,1,1,10.621,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,46.173
lq0d2xsr43y3la4p6u2kw6dk,3,1,0,5,8,6,3,0.5777777777777777,50.0,0.9591836734693876,0.975,0.2266666666666666,6.146105,0.5490115,0.9620875,-0.2733613085575465,0,0,0,0,0,0,0,0,23.872,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,167.888,1,1,2,1,1,1,1,1,1,1,1,1,3,93.719,1,1,1,17.618,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,94.287
lrbgqwdhc5j9d3cfmhgrwfy1,0,0,0,8,20,11,0,0.4333333333333333,39.0,0.9230769230769232,0.7,0.24,4.88724,0.7474695,0.9709645,-0.1300573661833972,0,0,0,0,0,0,0,0,15.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.418,2,2,2,2,2,2,1,3,3,3,3,3,3,39.019,0,0,0,5.34,1,0,1,0,1,1,0,1,1,1,1,1,1,1,3,57.614
m1nml3stwvbiv4tyez8791cz,0,0,2,4,20,6,2,0.7444444444444445,59.0,1.0,0.6774193548387097,0.1466666666666666,14.9725,0.4600255,0.8270775,-0.2851768661870884,0,0,0,1,0,1,0,0,23.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.341,1,1,1,1,2,1,1,2,4,3,3,4,3,45.502,1,1,0,19.516,0,0,0,0,1,1,1,0,0,0,1,1,1,0,3,51.652
m2d9cakvpjzfvssrwsue1l8x,5,2,3,8,19,21,3,0.7,57.0,0.8571428571428571,0.8787878787878788,0.16,3.006635,0.938636,0.921921,0.0089838688091792,1,0,0,1,0,1,0,0,24.434,0,0,0,0,0,0,3,1,0,1,1,0,1,0,0,93.712,2,2,2,2,2,2,2,3,3,2,2,3,3,59.586,1,1,1,11.398,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,53.829
m4wzuj1s8ja9agm0qoc2xj95,2,3,10,9,15,12,5,0.6666666666666666,58.0,0.913793103448276,0.967741935483871,0.2,4.036705,0.9085565,0.945525,-0.0199389832647593,2,2,3,1,0,1,1,0,30.845,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,111.065,1,3,3,2,1,2,2,1,2,2,2,3,3,42.366,1,2,2,9.741,1,1,1,0,1,0,2,1,1,0,0,1,2,1,3,93.164
m94kxuxvt80yh510yh7slut7,0,0,0,13,11,1,0,0.5,39.0,1.0,0.3725490196078431,0.2666666666666666,5.552235,0.805476,0.5890895,0.1551640994990912,0,0,0,0,0,0,0,0,14.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.266,2,4,4,3,1,1,1,2,2,1,1,2,2,39.522,0,0,0,4.433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,50.206
mc9b0kvhdjz7jqifqhgajsyr,1,0,2,12,13,0,3,0.6333333333333333,49.0,0.9791666666666666,0.7560975609756098,0.2933333333333333,4.815754999999999,0.9492025,0.9166095,0.0174685338072646,1,0,0,1,0,0,0,0,19.449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82.233,3,3,3,3,1,1,1,2,2,2,2,2,3,42.159,1,1,1,8.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64.573
mg7hs29j7m7upg6e67lt7xnc,7,0,3,9,13,4,0,0.5666666666666667,47.0,0.9782608695652174,0.5116279069767442,0.28,7.44238,0.7325615,0.7230965,0.0065022141189757,0,0,1,1,0,1,0,0,19.355,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,73.78,2,3,2,2,1,1,1,1,2,2,2,3,3,47.009,0,0,0,8.506,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,55.546
miokf3xp31sodz9fu1ooo8rv,9,5,4,9,12,16,2,0.5,44.0,1.0,0.4,0.3333333333333333,8.32647,0.931704,0.6942775000000001,0.1460204190515082,1,0,1,1,0,0,1,0,29.883,1,1,2,1,0,2,1,1,1,1,1,1,1,0,0,110.634,2,2,3,2,1,1,1,2,2,1,2,2,3,88.934,1,1,0,85.145,1,1,1,1,0,2,2,2,1,1,1,1,1,1,3,107.725
mkx1kg37cbbam013vv3o4d5n,0,4,7,4,21,14,8,0.7777777777777778,62.0,1.0,0.6785714285714286,0.1733333333333333,8.526454999999999,0.6201865,0.808514,-0.1318173403033035,2,0,1,1,0,2,1,0,28.883,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,70.121,1,1,1,1,2,2,2,2,3,3,4,3,3,51.704,4,2,2,12.096,1,1,1,1,2,0,2,1,1,1,0,1,1,1,3,58.984
ml99dlvnxomrv0ljb817mo1s,4,2,5,6,19,19,8,0.6666666666666666,53.0,1.0,0.6216216216216216,0.2,6.645910000000001,0.9075305,0.862977,0.0251642537521021,0,1,1,1,0,2,0,0,31.266,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,123.728,1,1,2,2,2,2,3,3,2,2,2,3,3,67.841,3,2,3,11.801,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,47.878
